msme_id,business_name,nic_code,district,state,district_tier,vintage_years,employee_count,monthly_revenue_series,gst_filing_dates,upi_inflow_series,epfo_contribution_series,cash_balance,receivables_outstanding,top_customer_concentration,network_node_count,climate_zone,past_climate_event,climate_recovery,ondc_seller,electricity_consumption_series,skill_certificates,whatsapp_active,good_borrower
MSME_102909,Arjun Textiles 42,24,nashik,Maharashtra,Tier 2,1.6,57,"1526732.66,1621038.42,1667796.53,1702152.54,1680462.65,1612819.64,1780326.15,1477599.66,1326415.43,1447957.01,1586073.31,1534354.17,1682390.12,1684583.95,1901264.84,2011735.5,1838158.91,1665351.54,1509467.15,1557405.84,1450807.48,1693851.48,1652617.58,1730757.8","1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0","1266860.33,1306663.04,1574123.63,1443786.17,1585146.75,1314451.49,1525081.06,1274443.59,1063633.6,1237394.17,1347098.77,1272176.8,1347673.31,1363460.2,1622728.24,1815018.75,1524885.46,1397445.68,1377893.85,1433250.73,1271870.5,1544755.2,1554041.75,1629632.65","0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",278899.8240719254,1579287.558049418,0.27425996926158763,20,VERY_HIGH,0,0,1,,,1,0
MSME_102910,Arjun Auto Parts 17,45,delhi,Delhi,Tier 1,9.7,44,"1532979.7,1738012.79,1801289.22,1593255.21,1522082.51,1429527.5,1456933.79,1277420.46,1183061.67,1262724.73,1205540.17,1422757.1,1389335.48,1527203.41,1711404.1,1596650.92,1437907.42,1514695.72,1365854.93,1288077.0,1060994.69,1195687.52,1204422.54,1307843.78","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","1236934.58,1506801.77,1647584.72,1375671.04,1413190.89,1263059.17,1313895.44,1139849.82,968127.98,1168987.59,1019726.64,1346742.88,1228214.02,1333962.52,1382272.85,1395025.93,1255946.87,1240844.25,1093459.49,1156192.51,992634.08,1028593.64,1126409.08,1138957.15","85766.3,75825.0,83754.43,89466.8,0.0,83699.18,87640.24,83596.79,79554.23,91114.68,82297.57,77863.36",2609127.4225045536,433964.1183239223,0.6108775066453873,10,HIGH,1,0,1,"6294.7,5927.6,7691.9,6223.3,6096.8,6722.5,5607.6,4933.0,4462.9,4533.9,4545.0,5757.3",,1,1
MSME_102911,Sri Pharma 98,31,wayanad,Kerala,Rural,2.1,24,"1104090.47,1263504.98,1395462.65,1351984.02,1218567.21,1245249.78,1205397.11,1046763.93,1068940.32,945924.55,1073490.27,1130781.15,1225333.81,1297810.0,1286904.05,1317894.57,1215239.65,1170042.45,1075941.81,975292.07,946758.95,899963.38,1030657.35,1144435.08","0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1","919482.45,1185554.94,1207087.79,1253709.67,985205.53,1080261.31,1017084.43,874398.12,857630.23,838910.33,950196.71,1041463.53,1041929.72,1223989.94,1160272.76,1206792.45,1141500.14,985426.72,977667.97,924491.24,874476.44,814030.87,921378.95,1008652.77","0.0,46870.66,0.0,0.0,46642.04,42985.84,0.0,0.0,47196.63,43464.14,44571.67,0.0",863705.4763579768,308950.43433771696,0.11543101773258212,20,VERY_HIGH,0,0,0,"4545.9,4813.3,4434.9,4973.9,4010.8,4399.2,3858.2,3723.8,3680.6,3489.0,3794.4,4441.8",,0,1
MSME_102912,Suresh Kitchen 25,25,kolkata,West Bengal,Tier 1,5.4,55,"232143.34,253049.99,283793.21,267766.78,264375.0,288340.45,271272.2,241817.72,216190.81,231534.83,235781.19,224368.8,286462.32,271888.85,293371.56,305518.99,294189.0,276643.56,266235.67,238622.78,230961.85,252575.74,249609.61,271368.64","0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0","207602.87,202813.86,245170.14,232442.99,249986.38,232560.22,251413.54,204403.38,189153.34,202946.29,189194.07,198652.17,262303.88,244231.68,275545.6,287605.4,239519.6,228386.71,217567.73,206682.54,217016.92,214386.18,210815.52,220706.31","118980.88,128012.36,112368.8,106387.03,116313.91,124501.88,119775.38,113377.22,116411.82,110652.82,106001.05,114718.56",115170.44847091999,267319.8326834297,0.19872706580620786,88,LOW,0,0,1,,,0,0
MSME_102913,Priya Foods 20,31,hyderabad,Telangana,Tier 1,5.4,62,"3239100.98,3788597.49,3462841.92,3449871.4,3705507.64,3583380.2,3024717.23,3409488.85,3089397.63,2627942.78,2803339.58,2541328.39,3387315.96,3891094.61,3750058.39,3753561.06,3526105.66,3417278.08,3236245.59,3316651.59,3377876.24,2575782.49,2675121.55,3419983.01","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1","1062758.43,1187664.84,1200835.29,1285850.72,1273424.74,1153311.69,1036656.72,1095188.0,1042537.83,1000226.48,1035818.72,972342.99,1083948.46,1460853.48,1306696.89,1206125.18,1109676.97,1255293.3,1147110.91,1100539.1,1059822.34,912289.53,912976.91,1122162.58","118019.13,118284.05,129046.11,127516.42,121527.84,120388.71,125749.9,122537.32,126325.88,119274.29,120035.44,115838.34",947170.2584437618,280610.1344657413,0.25056611808607404,116,LOW,0,0,1,,,1,0
MSME_102914,Jaya Enterprises 72,25,jaipur,Rajasthan,Tier 2,13.5,75,"1331207.95,1368230.78,1545950.23,1351343.13,1384622.62,1397007.27,1262838.15,1146614.58,1137333.19,1133467.81,1256554.57,1319304.66,1496275.86,1632002.92,1521889.56,1655777.99,1576031.56,1409334.37,1339805.71,1234089.55,1184914.55,1231022.25,1318068.79,1483072.41","1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0","1127192.51,1214182.28,1250701.77,1184021.92,1114552.73,1262214.64,1090044.38,1005895.15,1032540.2,1059592.22,1115029.25,1180552.78,1198118.19,1537942.36,1249190.44,1449334.61,1478592.32,1302750.54,1074576.9,1110160.62,1056337.59,1024539.46,1105535.92,1299566.46","147845.43,161928.34,147004.18,155329.37,158021.52,136392.42,153710.94,0.0,159460.14,155131.24,148826.86,0.0",340298.40867845406,1000790.8374974423,0.11637891072999136,23,HIGH,1,1,0,,,1,0
MSME_102915,Singh Hub 77,13,surat,Gujarat,Tier 2,9.8,79,"848292.04,848757.81,940065.62,940084.33,920426.55,881331.48,783958.54,782721.71,682334.6,737324.86,725909.81,718887.82,832973.53,986380.1,1013726.42,861696.42,883347.27,773159.33,794109.16,713432.9,729376.58,756261.89,838266.07,919417.91","0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1","711583.39,725487.67,823021.53,791252.06,854547.22,748945.5,655763.64,629288.02,633315.2,698187.96,584379.2,675279.95,667196.79,884075.64,820689.76,716456.3,762539.63,669369.4,671057.94,582688.83,646732.48,708049.19,769614.67,775377.06","156682.98,149579.82,141885.44,0.0,129934.58,137261.82,133235.93,146219.72,157830.26,136553.18,132336.1,135582.52",703722.7846753888,216891.78624487555,0.5050549420863494,94,HIGH,0,0,0,"1994.6,2632.6,2460.9,2258.8,2201.4,2008.9,2148.5,1931.7,1968.7,1857.6,2145.8,2343.2",,0,0
MSME_102916,Apex Auto Parts 96,22,trichy,Tamil Nadu,Tier 3,8.9,65,"1450987.25,1537956.43,1612567.03,1457820.78,1606953.06,1463359.21,1415572.29,1195290.99,1203343.05,1169103.78,1308534.52,1522534.21,1398859.8,1588502.54,1755931.97,1636955.45,1546063.29,1519246.61,1373147.71,1430636.11,1302734.48,1347510.87,1345618.94,1544585.45","1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1","1167055.26,1449379.12,1340366.26,1236608.02,1361731.76,1320059.7,1199693.24,970953.58,1016190.53,1004407.15,1097663.34,1331598.3,1313421.03,1367038.67,1610948.35,1488314.61,1335856.81,1277474.97,1281230.89,1263574.0,1159907.54,1261101.23,1112035.42,1242830.14","118965.58,123450.18,123322.74,0.0,0.0,115997.65,120124.54,125166.31,115655.32,0.0,0.0,130725.3",1848422.6418029726,734754.6339620346,0.42746244003728445,56,LOW,0,0,1,,,0,0
MSME_102917,Arjun Auto Parts 98,16,chennai,Tamil Nadu,Tier 1,5.5,62,"538849.27,609081.19,619494.72,674805.25,642882.62,565770.93,619049.98,503044.66,442920.45,494042.87,512781.8,531827.84,570453.18,634289.45,621753.28,681025.08,650579.53,585987.35,506877.82,473823.42,495287.01,506424.01,528178.35,587290.94","1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1","464025.52,513715.48,542820.3,556526.98,590260.02,499676.94,585365.05,425136.73,414648.4,417203.95,412794.88,434007.04,486237.77,559850.35,549582.98,547490.88,581762.83,540531.63,423338.08,380049.71,417468.57,413791.79,452225.94,555586.59","109215.46,106511.82,106824.36,0.0,97744.15,106571.35,105563.9,102087.2,109530.57,106061.42,107951.76,95861.67",617407.6515685376,302340.1225371751,0.2706526166279179,79,VERY_HIGH,0,0,0,"1616.3,2010.7,1829.3,1946.3,1865.8,1555.9,1417.6,1411.2,1491.0,1356.3,1630.1,1742.8",,0,0
MSME_102918,Kiran Hub 46,14,trichy,Tamil Nadu,Tier 3,8.4,47,"1413417.5,1588009.88,1588073.27,1629482.47,1625530.2,1517424.06,1496689.52,1334008.21,1261957.43,1246278.98,1361098.99,1411885.8,1418169.39,1683861.93,1592187.72,1696800.62,1491846.3,1354653.37,1343885.36,1378573.89,1172783.26,1190810.34,1293182.35,1314650.11","1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1","1185842.41,1385302.2,1347170.64,1304748.2,1446845.6,1283818.86,1234644.63,1220162.87,1093921.51,1004482.31,1123703.14,1303934.5,1149208.72,1595840.06,1318329.01,1472600.69,1244637.07,1092804.48,1087670.52,1270897.48,1040499.89,970947.62,1149577.13,1051933.13","0.0,0.0,89794.81,0.0,92106.75,0.0,83488.34,81011.56,82200.37,79947.38,84633.49,87947.2",1230861.2761136536,855424.6142960511,0.21650266692828662,67,LOW,0,0,1,,NABARD Agri-Business Cert|UDYAM Registration Cert,0,0
MSME_102919,Ram Hub 75,13,delhi,Delhi,Tier 1,8.6,43,"175277.47,167170.09,174515.78,190750.73,178290.07,169894.66,155174.58,147365.48,141302.16,136703.6,137489.08,161538.74,165085.47,189908.35,173510.41,177557.96,162308.81,168260.75,152720.48,143378.55,132613.64,142909.27,150294.86,154156.08","1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1","145242.69,150091.34,142965.26,162042.25,151140.19,139608.84,137614.17,127532.8,132307.05,126441.15,114401.8,150390.16,136304.67,166468.28,151526.92,149840.06,138813.82,155894.64,142865.45,116980.96,114174.5,127148.63,129171.44,128638.59","0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",236779.4101861994,124347.65499478493,0.37782370624271416,45,HIGH,1,1,0,"437.2,478.9,414.4,409.8,401.4,424.4,339.5,320.0,299.6,363.4,361.6,396.1",,0,1
MSME_102920,Sri Logistics 86,46,coimbatore,Tamil Nadu,Tier 2,5.1,31,"244427.78,241227.9,256094.61,269073.78,242497.92,238166.19,213086.06,191796.21,199264.2,167877.07,186343.17,226061.14,218669.17,245127.81,265054.75,267400.87,256947.62,241844.88,204414.1,206917.46,191234.22,173204.13,230551.66,226260.88","1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","206963.83,202143.08,215079.29,228720.34,201678.24,217108.77,175108.68,179315.76,167664.66,145675.94,149332.64,209253.58,196879.61,230209.11,221328.87,253140.18,236259.74,198867.36,167380.05,180186.48,169155.62,148668.37,186872.09,213502.25","0.0,71929.94,69028.3,73811.31,70424.71,0.0,69185.93,80991.75,61771.71,0.0,70021.59,72616.35",321937.8504323657,238271.37220015356,0.200786375852543,7,MEDIUM,0,0,0,,,1,0
MSME_102921,Jaya Textiles 18,29,nashik,Maharashtra,Tier 2,9.4,29,"393656.21,434317.86,480280.42,420209.87,504833.85,447887.16,413268.6,378713.55,348996.96,351852.59,374926.99,390762.58,427519.37,474439.66,446196.67,491650.88,512689.48,470716.56,399866.86,344788.53,381064.27,359874.96,414002.35,403191.04","1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0","343858.49,379481.53,427261.47,388761.96,449047.37,362581.59,342475.32,359766.9,322308.4,296452.23,327353.75,348305.36,380923.22,380163.72,408903.12,395064.89,428986.82,434649.85,344839.92,299935.09,360933.4,297516.09,351904.78,378153.77","0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",248622.36728325128,192656.6630799945,0.06822003377129884,97,VERY_HIGH,0,0,1,,,1,1
MSME_102922,Sri Kitchen 65,62,trichy,Tamil Nadu,Tier 3,8.4,17,"128625.12,147562.78,147546.21,171018.8,158297.94,159571.36,128861.66,121757.75,138327.58,112149.02,137024.97,140776.95,149109.68,171907.91,184455.39,171694.29,167697.94,156618.14,143668.84,124291.49,126627.35,144412.96,141875.67,150953.32","1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0","104473.0,134609.33,120605.55,149757.93,148166.41,148053.72,116739.86,100774.51,119358.89,97161.83,125335.47,114589.35,127363.55,159084.27,158118.43,157640.22,138451.27,147568.84,130745.4,112821.16,119383.23,129145.4,126681.43,133813.6","0.0,30090.54,0.0,30256.09,0.0,28442.58,0.0,30382.5,30776.56,29533.83,31124.51,0.0",239410.9815223233,19271.633222511773,0.0863405102276146,85,LOW,0,0,1,"579.0,660.7,683.4,678.8,641.8,614.0,562.8,423.8,488.9,563.8,510.9,577.2",,0,0
MSME_102923,Meena Pharma 88,31,kolkata,West Bengal,Tier 1,9.0,32,"1634032.14,1532735.91,1546983.37,1772697.19,1736113.96,1664659.72,1490617.48,1323277.95,1311804.28,1264844.38,1459931.67,1558267.11,1491712.61,1700281.3,1884574.28,1700809.79,1751302.77,1496492.45,1490881.7,1426502.5,1311615.66,1438470.88,1569942.73,1592027.21","1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1","1359483.83,1285164.52,1316695.9,1683564.92,1622992.04,1457319.7,1288881.9,1128399.19,1122518.1,1123520.62,1238756.96,1384542.39,1394163.13,1608656.73,1664339.07,1613815.44,1637085.8,1349553.69,1368562.74,1250327.98,1223947.14,1178371.87,1479838.09,1349391.49","65208.26,0.0,66169.46,0.0,62311.97,57326.25,0.0,0.0,60917.3,0.0,63806.78,0.0",1702661.6865276047,439324.8631563017,0.6206110388592473,102,LOW,0,0,0,"3063.5,3573.6,4066.0,3541.1,3795.3,3514.4,3125.1,3418.2,3118.9,3022.0,3309.8,3755.1",UDYAM Registration Cert|SIDBI Financial Management,0,0
MSME_102924,Kiran Hub 27,31,bengaluru,Karnataka,Tier 1,13.8,11,"119479.6,135069.48,136480.95,143988.82,138600.44,131514.22,124312.01,110197.31,114313.79,111826.65,111011.01,119371.25,122417.85,136212.3,141383.28,140264.15,137166.94,123452.74,112821.21,109774.58,100104.5,98079.42,110174.37,119507.23","1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1","100652.62,116709.09,118610.69,128289.65,112352.09,109405.38,109258.46,90484.52,107902.22,102178.32,90576.38,107511.84,112243.31,115477.41,123457.16,115847.96,110515.54,98785.85,97765.82,101015.02,80191.85,83022.98,92849.22,98493.04","23954.31,23953.59,24569.08,25966.24,23803.74,22714.86,22614.85,22825.28,22962.69,0.0,23765.14,23774.48",60962.7307243809,45974.362289371296,0.6261764807357414,103,LOW,0,0,1,,,0,1
MSME_102925,Bharat Logistics 13,86,trichy,Tamil Nadu,Tier 3,7.6,75,"1005202.28,1130022.72,1173134.61,1105077.09,1091059.93,1199582.41,916602.75,963341.22,840669.83,911330.6,974467.47,1006193.05,1144379.06,1357037.47,1127396.85,1274050.29,1233811.08,1013533.66,1029528.57,940840.76,953280.53,956795.29,1053993.44,1053484.15","1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1","859912.09,1026908.88,1070038.62,975880.63,951346.52,1013347.49,816002.5,789335.52,702390.98,789688.87,796540.88,866539.11,984869.23,1250616.81,903398.97,1079236.62,1094239.26,899759.82,874971.32,795994.97,763183.9,795535.13,940039.57,951748.85","0.0,183586.86,167390.04,179199.12,169485.19,176628.94,0.0,165940.23,175818.35,157434.63,174163.98,0.0",479243.6892557413,185705.269202492,0.23578226037717742,58,LOW,0,0,0,,NABARD Agri-Business Cert|PMKVY Retail Associate|SIDBI Financial Management,1,0
MSME_102926,Meena Kitchen 90,31,kolkata,West Bengal,Tier 1,1.5,33,"1040830.35,1159850.23,1169174.88,1218596.64,1217713.79,1208312.05,1108781.35,992351.47,992367.75,985316.87,991789.94,1071122.19,1169737.29,1404744.75,1282051.82,1396676.26,1227514.92,1168747.04,1132023.93,1071680.2,1026020.77,1069669.09,1139551.94,1240246.59","0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0","865767.52,1025352.16,1021622.36,1125066.18,1106554.03,1035211.12,904653.4,875552.07,831597.8,794328.64,888369.34,943209.72,1030648.54,1247986.46,1037523.63,1247743.1,1098390.3,1049181.25,969420.28,927680.58,821312.41,928256.46,1000938.74,1014697.5","52486.09,53054.01,53903.38,56933.95,55741.29,54178.46,54380.76,51019.87,53231.68,52553.06,56271.96,54457.52",850807.8459910448,625964.7669285805,0.25322160914009784,31,LOW,0,0,1,"3743.0,4628.7,4327.0,4285.8,3628.3,3647.9,3422.3,3355.8,2932.5,3234.7,3429.0,3630.2",SIDBI Financial Management,0,0
MSME_102927,Raja Textiles 78,14,delhi,Delhi,Tier 1,13.1,54,"1557980.27,1766235.84,1733476.44,1609607.04,1633220.59,1430338.96,1568101.23,1483342.24,1203658.02,1228965.22,1272844.06,1352267.1,1419440.93,1702957.14,1598089.22,1680662.74,1549499.7,1375044.64,1342495.36,1200926.95,1253883.09,1316753.73,1399422.1,1494002.45","1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1","1418125.07,1480188.79,1622199.35,1483772.31,1310575.7,1345741.8,1379831.87,1389463.15,1114140.7,1064318.0,1059945.58,1142720.84,1249308.93,1377846.9,1459353.66,1580100.64,1337223.14,1200697.49,1141643.47,987472.35,1053524.96,1250860.31,1290183.24,1214282.97","132624.92,122435.83,126445.0,126448.97,119108.99,123214.37,121347.59,127517.35,132118.62,125721.9,122293.59,129151.56",188662.91510185678,1639446.8769892976,0.5973932843344839,90,HIGH,1,1,0,"4659.3,5106.6,5188.6,4686.0,4464.3,3953.7,4466.9,3576.4,3760.4,3816.0,4008.2,4436.7",,1,1
MSME_102928,Arjun Agro Industries 77,45,coimbatore,Tamil Nadu,Tier 2,1.1,41,"1239807.3,1326252.95,1565453.08,1558917.25,1464639.7,1345387.37,1254381.07,1142593.57,1096176.45,1129686.38,1044022.76,1381535.0,1435230.5,1443440.92,1680128.24,1617601.39,1570187.43,1392089.78,1346402.26,1127576.15,1217450.74,1206461.69,1375481.69,1403743.67","1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","1121151.67,1150253.54,1297316.62,1405793.74,1261257.89,1083837.59,1074985.92,1015837.72,973008.56,982305.21,869659.59,1199459.7,1280331.01,1336527.14,1380108.04,1510640.87,1321251.15,1222025.42,1172179.15,979507.58,1137090.08,1118644.27,1258484.6,1148887.33","0.0,79764.01,86892.36,0.0,86631.32,85258.29,83873.74,84864.47,81050.15,78493.24,83388.53,74972.21",897363.7884741918,1142644.5812175167,0.06887614079109393,54,MEDIUM,0,0,0,,,0,1
MSME_102929,Meena Enterprises 24,45,mumbai,Maharashtra,Tier 1,5.0,40,"630129.85,632750.55,661829.63,644182.45,701845.48,642808.24,580047.25,543034.54,503110.67,516984.85,508049.49,556809.25,618574.06,595938.38,618818.69,717391.6,601710.92,630031.37,528739.25,473950.48,514168.78,508688.59,543107.38,533823.45","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1","527802.05,515376.73,550449.46,609597.93,618938.83,531331.49,505234.17,458959.58,412886.98,463185.72,407928.0,509960.78,495159.1,564579.18,586674.97,632369.84,497030.95,556516.7,500187.55,427259.31,412867.4,443391.25,434907.5,476915.42","101420.0,84122.86,101174.8,94768.86,106297.41,103847.03,100118.83,104558.31,111086.88,0.0,98953.46,100912.62",506062.18550630065,591503.1994804175,0.576210723643847,48,VERY_HIGH,0,0,0,,,0,1
MSME_102930,Sri Textiles 93,56,pune,Maharashtra,Tier 1,7.8,96,"990841.63,1100611.25,1165467.8,1254588.72,1256892.72,1136111.46,1112943.12,1074880.05,988888.96,1036404.94,944334.78,1036674.1,1270710.23,1341529.6,1387443.2,1395318.95,1266098.35,1154293.79,1227324.02,1164267.09,1041730.05,991367.24,1180962.69,1256137.49","1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1","921495.37,893986.84,1030639.51,1006776.54,1087215.81,992704.89,1028449.36,923575.02,816979.4,979977.3,848547.32,870996.9,1117760.18,1208990.84,1114828.73,1220636.59,1177769.3,1086225.95,1051696.25,961557.96,843371.6,912917.03,1109287.97,1095279.63","167781.07,153379.36,166841.41,0.0,161948.4,171592.59,165586.03,157932.91,164098.39,0.0,161164.2,0.0",635814.7116347752,709294.0190750237,0.3620514882253511,12,MEDIUM,0,0,0,"3668.1,3596.2,3696.2,4128.3,3558.1,3101.4,3510.0,3197.2,3267.9,2752.3,3549.9,3718.5",,0,1
MSME_102931,Ram Kitchen 51,46,surat,Gujarat,Tier 2,0.9,4,"296363.71,357779.67,365522.35,333405.39,339380.36,336824.58,335678.95,288846.2,294667.31,294488.22,294057.35,333267.72,348532.33,360067.07,383693.8,372423.44,388211.45,357282.39,347716.43,301369.05,299841.93,305421.17,329823.95,357338.86","1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1","272687.7,313174.28,326174.44,309317.33,276497.74,306835.34,271471.66,238070.52,277638.23,269043.92,255869.76,313927.54,299757.3,327709.99,358364.05,309330.87,326045.95,322511.3,328331.19,276283.8,279629.31,274343.38,264292.64,297988.32","0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",455435.0393644233,244420.4514573002,0.2733603826998986,69,HIGH,1,1,0,,,1,1
MSME_102932,Arjun Foods 13,52,bastar,Chhattisgarh,Rural,10.1,48,"860593.51,974742.95,1023949.56,1156566.84,933370.92,1006387.32,967702.51,796040.4,880448.14,799976.28,822644.35,903894.8,988824.54,1061796.3,1024545.01,1112450.57,957189.53,959607.03,891147.12,852003.85,823466.43,857338.87,843014.53,984857.87","1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1","718563.88,882683.88,901688.61,1018722.89,787501.83,820228.15,829857.13,653809.79,747317.97,737952.06,725510.33,797767.14,927552.27,897587.71,881342.3,1052194.17,830153.05,888110.36,718489.15,739850.72,757848.41,770020.99,780024.78,833456.54","86787.71,92254.07,98808.22,91325.92,97953.81,92005.78,87871.28,91869.52,81520.73,91955.0,96586.66,86281.94",1055509.2405246105,349965.2918578128,0.1554129386908637,78,MEDIUM,0,0,0,"4100.3,4696.4,4619.2,4717.6,4058.1,4454.6,4022.5,3712.9,3576.1,3946.7,3561.3,4709.8",,0,0
MSME_102933,Meena Foods 62,52,jaipur,Rajasthan,Tier 2,14.3,7,"1105956.16,1088507.29,1199854.03,1170194.92,1216865.85,1329414.21,1046582.03,996174.46,960726.17,954293.96,1068110.29,1062992.95,1218276.96,1262878.28,1448684.86,1361546.65,1308067.68,1263421.78,1213932.44,1117957.12,1083665.24,1132704.6,1141744.31,1375181.3","1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1","982794.16,1024638.5,1085539.03,1044250.45,1039195.68,1123005.77,956514.54,863217.76,850144.17,794733.14,891384.92,863865.81,1155540.12,1192594.82,1366950.94,1191419.33,1159980.63,1045762.78,1001986.96,963624.46,891972.85,950779.78,1005643.78,1215421.76","0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",638325.1810536734,1055052.529747345,0.05809185769635066,40,HIGH,0,0,1,,SIDBI Financial Management|NABARD Agri-Business Cert,0,1
MSME_102934,Apex Auto Parts 74,23,surat,Gujarat,Tier 2,8.2,69,"911295.17,839837.27,1064475.32,1017605.25,1112124.09,834767.07,843023.15,898717.52,792447.34,876748.43,776491.73,823261.22,921205.17,1168067.36,1182375.17,1022274.36,1016375.03,922320.33,868384.84,803666.18,927567.7,843768.79,1031901.72,1026244.44","1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1","287317.53,308456.19,363957.19,351832.79,362473.29,315221.4,298293.79,283619.43,284621.75,277195.58,254526.71,264849.16,308536.85,410643.71,385847.81,354598.57,388544.99,324388.71,307322.57,294659.99,321325.31,272562.25,328310.21,349795.3","147993.32,144245.27,157760.84,146059.76,150619.31,154003.5,155544.78,151743.18,161621.31,153364.94,141381.61,155721.29",147859.55031615775,307398.3387071554,0.1036019190380557,93,HIGH,0,0,0,"903.5,1171.5,951.6,985.8,1009.9,904.8,838.3,760.9,901.3,853.5,800.1,909.5",UDYAM Registration Cert,0,0
MSME_102935,Jaya Hub 34,56,bastar,Chhattisgarh,Rural,8.4,39,"313350.89,333055.27,353866.83,357218.47,345102.57,368844.69,329546.8,307732.97,281346.81,272103.62,254099.45,343768.37,391912.27,355838.8,358297.87,411406.86,419332.71,347734.02,368132.8,322916.18,269218.36,333939.21,334004.82,366915.5","1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","254828.93,304370.73,330310.66,287923.04,277837.1,313564.59,280232.61,288596.76,254642.61,245462.24,218088.44,313614.58,360729.9,300185.19,303189.71,362201.57,335617.49,317297.21,300510.21,304298.26,252792.17,311461.78,289388.31,315060.72","81054.45,82505.5,78654.89,77367.77,84649.28,77150.39,77768.05,74027.28,86018.41,91928.71,76670.13,79165.81",611371.1427204113,209979.6812057457,0.5565803842466616,31,MEDIUM,0,0,0,"1742.4,1614.3,1795.0,2051.5,2153.1,1737.5,1780.0,1401.6,1261.7,1681.9,1661.2,1820.2",,1,1
MSME_102936,Ram Hub 24,31,bengaluru,Karnataka,Tier 1,7.7,76,"1227839.71,1386577.0,1402855.13,1554614.75,1357588.32,1339110.46,1246690.91,1054942.9,1095736.92,1118616.32,1068633.3,1205587.89,1489223.4,1408714.72,1530161.8,1498076.35,1421128.69,1291918.32,1295899.95,1138229.79,1138987.21,1264786.96,1217392.37,1468000.1","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","1149325.76,1182749.15,1266648.47,1448322.51,1275443.23,1163613.76,1054595.11,922430.38,970297.15,1010463.15,855806.35,1107025.6,1330085.17,1234405.34,1300156.76,1199432.62,1301318.82,1034194.21,1127312.62,929739.36,914801.76,1096854.83,1085538.5,1261186.99","147285.3,0.0,149156.04,154208.34,140095.03,156170.03,143215.81,0.0,152085.14,141894.05,153487.73,140214.53",1092119.76346511,1445441.0702716573,0.1866663043574054,41,LOW,0,0,0,"6973.4,6446.6,7334.0,7157.0,5846.2,6145.5,5459.9,4869.2,5471.2,6353.3,5542.5,6068.1",,1,0
